,name,ID,HAIR
6451,Sickle (Avatars) (Earth-616),Secret Identity,Bald
6452,Abby Levine (Earth-616),No Dual Identity,Blond Hair
6453,Alan Wilson (Earth-616),Secret Identity,Black Hair
6454,Alec Maloni (Earth-616),No Dual Identity,
6455,Allan Rennie (Earth-616),Secret Identity,
6456,Astrid Mordo (Earth-616),,Black Hair
6457,Benedict (Inner Guard) (Earth-616),Secret Identity,
6458,Blastfurnace (Earth-616),Secret Identity,No Hair
6459,Catalyst (Earth-616),Secret Identity,Bald
6460,Charm (Gene Nation) (Earth-616),Secret Identity,
6461,Commander Cypher (Earth-616),Secret Identity,
6462,Eglantina Punnett (Earth-616),Public Identity,Blond Hair
6463,Harold Hogan (Heroes Reborn) (Earth-616),,
6464,Henry Gyrich (Heroes Reborn) (Earth-616),No Dual Identity,
6465,Jack Holyoak (Earth-616),Public Identity,Black Hair
6466,Joust (Earth-616),Secret Identity,Blond Hair
6467,Juanito Candido (Earth-616),Public Identity,Brown Hair
6468,Kyle Barker (Earth-616),Public Identity,Brown Hair
6469,Loss (Gene Nation) (Earth-616),Secret Identity,
6470,Mantis (Heroes Reborn) (Earth-616),,
6471,Melissa Maro (Earth-616),No Dual Identity,Black Hair
6472,Nathaniel Richards (Heroes Reborn) (Earth-616),Secret Identity,
6473,Nephri (Earth-616),Secret Identity,Black Hair
6474,Quentin Templeton (Earth-616),Secret Identity,Blond Hair
6475,Ralph Brickman (Earth-616),Public Identity,Black Hair
6476,Ripper (Earth-616),Secret Identity,White Hair
6477,Sellars (Heroes Reborn) (Earth-616),Public Identity,Red Hair
6478,Snagg (Earth-616),,
6479,Valentina Allegra de Fontaine (Heroes Reborn) (Earth-616),,
6480,Victor Prazniki (Earth-616),Public Identity,Grey Hair
6481,Vincente Cimetta (Earth-616),Secret Identity,Bald
6482,Akasha Martinez (Earth-616),No Dual Identity,
6483,Alfonso Lopez (Earth-616),Secret Identity,Black Hair
6484,Anita Dillon (Earth-616),No Dual Identity,Brown Hair
6485,Barak (Earth-616),Secret Identity,Black Hair
6486,Buel (Earth-616),Public Identity,Black Hair
6487,Coordinator Proctor (Earth-616),Secret Identity,Brown Hair
6488,David Lowell (Earth-616),Secret Identity,Blond Hair
6489,Director X (Department H) (Earth-616),Secret Identity,Grey Hair
6490,Gerald Roth (Earth-616),,Brown Hair
6491,Helen Bach (Earth-616),,Brown Hair
6492,Jeffrey Piper (Earth-616),Public Identity,Black Hair
6493,Jonathan Dillon (Earth-616),Public Identity,Brown Hair
6494,Kuragari (Earth-616),Secret Identity,Black Hair
6495,Michael Whitecloud (Earth-616),,
6496,Milo Thurman (Earth-616),Public Identity,
6497,Norma Lynn (Earth-616),Public Identity,Blond Hair
6498,Oliver Stoker (Earth-616),,
6499,Richie Alegria (Earth-616),,
6500,Rick Lawson (Earth-616),,
6501,Virgo (Ecliptic) (Earth-616),Secret Identity,Black Hair
6502,Wyatt Wingfoot (Heroes Reborn) (Earth-616),Public Identity,Black Hair
6503,Yuri Medvedev (Earth-616),Secret Identity,
6504,Clarence Fielding (Earth-616),Public Identity,Brown Hair
6505,Elwood (Pooka) (Earth-616),,Black Hair
6506,Everwraith (Earth-616),Public Identity,White Hair
6507,General Sergei (Earth-616),No Dual Identity,Grey Hair
6508,Geoffrey Crawford (Earth-616),Secret Identity,Blond Hair
6509,Katherine Spar (Earth-616),Public Identity,Black Hair
6510,Keerg (Earth-616),Public Identity,Black Hair
6511,Le Concierge (Earth-616),,
6512,Lydia McKenzie (Earth-616),Public Identity,Black Hair
6513,Nanya (Earth-616),,Blond Hair
6514,Nikolas (Earth-616),,Black Hair
6515,Pandemonia (Earth-616),,White Hair
6516,Pele (Oceanic Goddess) (Earth-616),Secret Identity,Black Hair
6517,Pilgrimm (Earth-616),,
6518,Sedna (Earth-616),,Green Hair
6519,Socrates (Dog) (Earth-616),Public Identity,Grey Hair
6520,Stacey Kramer (Earth-616),Secret Identity,Brown Hair
6521,Stinky (Earth-616),,
6522,Synapse (Max) (Earth-616),,
6523,Syphonn (Earth-616),,
6524,Warpy (Earth-616),,
6525,Weapon X (Thetagen 24) (Earth-616),Secret Identity,
6526,William Walters (Earth-982),Public Identity,Grey Hair
6527,Chantal Stone (Earth-616),Public Identity,Black Hair
6528,Firearms (Earth-616),Secret Identity,
6529,Genard Alouette (Earth-616),Secret Identity,
6530,Hannah Donleavy (Earth-616),Public Identity,Blond Hair
6531,J. Vernon Mann (Earth-616),Public Identity,Black Hair
6532,Moore (Earth-982),Public Identity,Black Hair
6533,Phil Rodriguez (Earth-616),Public Identity,
6534,Psiren (Earth-616),Secret Identity,Bald
6535,Shakti (Heroes Reborn) (Earth-616),Secret Identity,Black Hair
6536,Wade Wilson (Widdle Wade) (Earth-616),Secret Identity,
6537,Albert Bendix (Earth-616),,Black Hair
6538,Allie Magruder (Earth-616),No Dual Identity,Black Hair
6539,Anais (Earth-616),Secret Identity,Black Hair
6540,Anteus (Earth-616),Secret Identity,
6541,Barbican (Earth-616),Secret Identity,Black Hair
6542,Blackjack (First Line) (Earth-616),Secret Identity,White Hair
6543,Blackwing (Heavy Mettle) (Earth-616),,
6544,Broadside (Crimson Pirates) (Earth-616),Secret Identity,
6545,Eamonn (Earth-616),,
6546,Farley Mowat (Earth-616),Public Identity,Grey Hair
6547,Firefall (First Line) (Earth-616),,
6548,Fred MacRae (Earth-616),Secret Identity,Brown Hair
6549,Helen Burnside (Earth-616),,Brown Hair
6550,Hiromitsu (Earth-616),,White Hair
6551,Iron Man (Sentient Armor) (Earth-616),Public Identity,No Hair
6552,Isadora Martinez (Earth-616),Public Identity,Brown Hair
6553,Johnston Coffin (Earth-616),Secret Identity,Grey Hair
6554,Killian (Earth-616),Secret Identity,
6555,Lachlan Patterson (Earth-616),Secret Identity,Blond Hair
6556,Matthew Plunder (Clone) (Earth-616),,Blond Hair
6557,Mercy LeBeau (Earth-616),Secret Identity,Blond Hair
6558,Mister Badwrench (Earth-616),Secret Identity,Black Hair
6559,Nocturne (Earth-616),Secret Identity,No Hair
6560,Riot (Heavy Mettle) (Earth-616),,
6561,Salvo (Neo) (Earth-616),Secret Identity,
6562,Technarx (Heroes Reborn) (Earth-616),Secret Identity,
6563,Truth MacRae (Earth-616),Secret Identity,Blond Hair
6564,Vitchen (Earth-616),,
6565,Walkabout (Earth-616),Secret Identity,
6566,Aqhat (Earth-616),Public Identity,
6567,Blok (Mister X) (Earth-616),Secret Identity,Black Hair
6568,Byron Spencer (Earth-616),Secret Identity,
6569,Carl King (Earth-616),Secret Identity,Reddish Blond Hair
6570,Chet Madden (Earth-616),Public Identity,Brown Hair
6571,Diego Sandoval (Earth-616),Public Identity,Brown Hair
6572,Elise Bloodstone (Earth-616),Public Identity,Black Hair
6573,Ernest Scope (Earth-616),No Dual Identity,Black Hair
6574,Godstorm (Earth-616),Secret Identity,No Hair
6575,Gracie Smith (Earth-616),Public Identity,Purple Hair
6576,Inza (Earth-616),Secret Identity,Brown Hair
6577,Jean-Pierre Beaubier (Earth-616),Secret Identity,Blond Hair
6578,"John Howlett, Sr. (Earth-616)",No Dual Identity,Black Hair
6579,Kate Vinokur (Earth-616),Public Identity,Brown Hair
6580,Kreigkopf (Earth-616),Public Identity,
6581,Paul Botham (Earth-616),,
6582,Pierre Truffaut (Earth-616),Secret Identity,Black Hair
6583,Plazm (Earth-616),Secret Identity,Blue Hair
6584,Saint Anna (Anna) (Earth-616),Secret Identity,Black Hair
6585,Sergei Radek (Earth-616),,Grey Hair
6586,Tomas Dlurga (Earth-616),Public Identity,Black Hair
6587,Walker (Deity) (Earth-616),Secret Identity,Black Hair
6588,Aaliyah Hardin (Earth-616),No Dual Identity,Black Hair
6589,Albino (Istvan) (Earth-616),Public Identity,Brown Hair
6590,Amber (Mutant) (Earth-616),No Dual Identity,No Hair
6591,Arc (Imperial Guard) (Earth-616),Public Identity,
6592,Brandy Hardin (Earth-616),Public Identity,Black Hair
6593,Chain Lightning (Heroes Reborn) (Earth-616),,
6594,Clifford Townsend (Earth-616),Public Identity,Black Hair
6595,Federico Valencia (Earth-616),,Brown Hair
6596,Georges Raymond (Earth-616),Public Identity,Blond Hair
6597,Gigi Martin (Earth-616),Public Identity,Auburn Hair
6598,Helmut Zemo (Heroes Reborn) (Earth-616),Secret Identity,Blond Hair
6599,Laura Broadbahr (Earth-616),Secret Identity,Pink Hair
6600,Liam Connaughton (Earth-616),Public Identity,Red Hair
6601,Louis Magee (Earth-616),Public Identity,Black Hair
6602,Magdalena (Earth-616),,White Hair
6603,Makeshift (Heroes Reborn) (Earth-616),,
6604,Medallion (Earth-616),,
6605,Milton Peterson (Earth-616),Secret Identity,No Hair
6606,Modulus (Earth-616),,Green Hair
6607,Monstra (Earth-616),Public Identity,Green Hair
6608,Mother (Earth-616),Secret Identity,White Hair
6609,Nedrocci Tannengarden (Earth-616),Public Identity,Black Hair
6610,Neutrino Annihilator (Kirk) (Earth-616),Public Identity,Silver Hair
6611,Ocean (Earth-616),Secret Identity,Green Hair
6612,Ocelot (O-Force) (Earth-616),Secret Identity,Brown Hair
6613,Ooze (Earth-616),Secret Identity,
6614,Quincy Marrow (Earth-616),Secret Identity,Brown Hair
6615,Richard Trask (Earth-616),Public Identity,
6616,Scorpio (Brotherhood of the Ankh) (Earth-616),,
6617,Silas King (Heroes Reborn) (Earth-616),,
6618,Skywalker (Earth-616),,
6619,Smitty (Earth-616),No Dual Identity,
6620,Sonny Caputo (Earth-616),Public Identity,Bald
6621,Thrasher (Angel) (Earth-616),Secret Identity,Blond Hair
6622,Toad-In-Waiting (Earth-616),Secret Identity,Blond Hair
6623,Walter (X-Men Students) (Earth-616),Public Identity,Blond Hair
6624,Agent Walsh (Earth-616),Public Identity,Black Hair
6625,Anad (Earth-616),No Dual Identity,Black Hair
6626,Catastrophe Jen (Earth-616),Public Identity,Brown Hair
6627,Dean Boswell (Earth-616),Secret Identity,No Hair
6628,Dervish (Spikes) (Earth-616),Secret Identity,Blond Hair
6629,Epiphany (Earth-616),,Red Hair
6630,Hana (Earth-616),No Dual Identity,Blond Hair
6631,Interrogator (Earth-616),,
6632,Kim Alleyne (Earth-616),Secret Identity,Brown Hair
6633,Lucas Evans (Earth-616),Secret Identity,Bald
6634,Maurice Canfield (Earth-616),Secret Identity,Bald
6635,Phillip Merritt (Earth-616),Public Identity,Bald
6636,Porous (Earth-616),Secret Identity,
6637,Sheila Donner (Earth-616),Public Identity,Black Hair
6638,Thunderclaw (Earth-616),Public Identity,Black Hair
6639,Tim Sullivan (Earth-616),Secret Identity,Blond Hair
6640,Tyler Nixon (Earth-616),Public Identity,Brown Hair
6641,Walker Price (Earth-616),Secret Identity,Grey Hair
6642,Walter Barrett (Earth-616),Public Identity,Black Hair
6643,Wilfred Nagel (Earth-616),Secret Identity,Black Hair
6644,Yang (Earth-616),,Black Hair
6645,Yin (Earth-616),,Black Hair
6646,Zhao Yen (Earth-616),,White Hair
6647,Adrian Defoe (Earth-616),Secret Identity,No Hair
6648,Alphonse (Mutant) (Earth-616),No Dual Identity,No Hair
6649,Angel (Barman) (Earth-616),No Dual Identity,Black Hair
6650,Asahiri Aoki (Earth-616),Secret Identity,Auburn Hair
6651,Benjamin Soloman Alomii (Earth-616),Secret Identity,Brown Hair
6652,Bethany Danzinger (Earth-616),No Dual Identity,Blond Hair
6653,Christine Everhart (Earth-616),Public Identity,Blond Hair
6654,Cole Wittman (Earth-616),Public Identity,Black Hair
6655,Colin (District X) (Earth-616),Public Identity,Bald
6656,Deborah Bertrand (Earth-616),Secret Identity,Brown Hair
6657,Dzemal (Earth-616),Secret Identity,Brown Hair
6658,Enzo Ferrara (Earth-616),,Brown Hair
6659,Fury (Earth-616),Public Identity,No Hair
6660,Glamour (Earth-616),Secret Identity,Red Hair
6661,Gregory Bryan (Earth-616),Secret Identity,
6662,Hellphyr (Earth-616),,No Hair
6663,Ian McMasters (Earth-616),Public Identity,White Hair
6664,Jura (Earth-616),Public Identity,Blond Hair
6665,Leyla (Earth-616),,
6666,Lucas Telling-Stone (Earth-616),Public Identity,
6667,Mynx (Earth-616),Public Identity,Yellow Hair
6668,Patch (Wildkat Klub) (Earth-616),Public Identity,Bald
6669,Priscilla (Earth-616),Secret Identity,Blond Hair
6670,"Raymond, Sr. (Earth-616)",Secret Identity,Black Hair
6671,Salamandra (Earth-616),Secret Identity,Black Hair
6672,Sheila DeSoto (Earth-616),Public Identity,Black Hair
6673,Stripmine (Earth-616),Secret Identity,Black Hair
6674,Tildie Soames (Earth-616),Secret Identity,Orange Hair
6675,Valeria Toomes (Earth-616),No Dual Identity,Red Hair
6676,Yekaterina (Earth-616),Secret Identity,
6677,Adrienne Bowen (Earth-616),No Dual Identity,Brown Hair
6678,Asteroth (Earth-616),,Black Hair
6679,Bloodtide (Atlantean) (Earth-616),Secret Identity,White Hair
6680,Brie Larmer (Earth-616),Public Identity,Blond Hair
6681,Broadband (Earth-616),,Green Hair
6682,Bugman (Earth-616),Public Identity,Black Hair
6683,Carl Aalston (Earth-616),Secret Identity,Bald
6684,Carla (Earth-616),No Dual Identity,
6685,Chango (Santerians) (Earth-616),Secret Identity,Black Hair
6686,Daap (Earth-616),,No Hair
6687,Daniel (Angel) (Earth-616),Secret Identity,Brown Hair
6688,Doctor Castillo (Earth-616),Secret Identity,Blond Hair
6689,Doctor Tannenbaum (Earth-616),,
6690,Ed Gross (Earth-616),Public Identity,
6691,Erich Paine (Earth-616),Secret Identity,Blond Hair
6692,Ivan (Rasputin) (Earth-616),Secret Identity,Blond Hair
6693,Julia Black (Earth-616),,Blond Hair
6694,Kaidan (Earth-616),Secret Identity,No Hair
6695,Kingmaker (Wallace) (Earth-616),Secret Identity,Black Hair
6696,Lazaro Kotikash (Earth-616),Secret Identity,Brown Hair
6697,Masano (Earth-616),Secret Identity,
6698,Megara (Earth-616),,
6699,Nancy (Earth-616),Public Identity,Blond Hair
6700,Nick Shelley (Earth-616),Secret Identity,No Hair
6701,Noreen Tanaka (Earth-616),Public Identity,Black Hair
6702,Ogun (Santerians) (Earth-616),Secret Identity,White Hair
6703,Oshun (Santerians) (Earth-616),Secret Identity,White Hair
6704,Oya (Santerians) (Earth-616),Secret Identity,White Hair
6705,Raina (Earth-616),Secret Identity,
6706,Ryuki,,
6707,Saul Bowen (Earth-616),No Dual Identity,Brown Hair
6708,Shane Shooter (Earth-616),,
6709,Suspiria (Earth-616),,Black Hair
6710,Timothy Black (Earth-616),,Black Hair
6711,Vasily Karpov (Earth-616),Public Identity,Bald
6712,Vladimir Rasputin (Earth-616),Secret Identity,Black Hair
6713,Abigail (Earth-616),,Blond Hair
6714,Ace (G.R.A.M.P.A) (Earth-616),Secret Identity,
6715,Adam (Priest) (Earth-616),Public Identity,Grey Hair
6716,Alix Buchanan (Earth-616),No Dual Identity,Black Hair
6717,Cauldron (Earth-616),Secret Identity,No Hair
6718,Cube Warden (Earth-616),Secret Identity,Brown Hair
6719,Doctor Foster (Earth-616),,
6720,Elizabeth Vaughn (Earth-616),,Brown Hair
6721,Eric Marshall (Earth-616),Secret Identity,Black Hair
6722,Frederick Slade (Earth-616),Secret Identity,Pink Hair
6723,Greta Abbott (Earth-616),Public Identity,Blond Hair
6724,Hamilton Slade (Vampire) (Earth-616),Secret Identity,Red Hair
6725,Harriet Munroe (Earth-616),,Grey Hair
6726,Jack Starsmore (Earth-616),Secret Identity,Black Hair
6727,Jonas Fogg (Earth-616),Public Identity,
6728,Jordan Harrison (Earth-616),Public Identity,Black Hair
6729,Juan-Carlos Sanchez (Earth-616),Secret Identity,Black Hair
6730,Number None (Earth-616),,
6731,Pitiful One (Earth-616),,Bald
6732,Primus Vand (Earth-616),Public Identity,Bald
6733,Salo (Earth-616),Public Identity,No Hair
6734,Theseus (Earth-616),Public Identity,Black Hair
6735,Adjudicator (Earth-616),Secret Identity,Black Hair
6736,Agent Crimson (Earth-616),Secret Identity,Red Hair
6737,Ana\u00efs (Earth-616),Secret Identity,Black Hair
6738,Avery Allen (Earth-616),Secret Identity,Brown Hair
6739,Benjamin Grimm (Onslaught Reborn) (Earth-616),Public Identity,No Hair
6740,Bluestreak (Telepath) (Earth-616),Secret Identity,Brown Hair
6741,Cadena (Earth-616),Secret Identity,Bald
6742,Dafi (Earth-616),,Brown Hair
6743,Ddraig Goch (Earth-616),Public Identity,No Hair
6744,Desmond Alexander (Earth-616),Secret Identity,Brown Hair
6745,Eddie Gunnam (Earth-616),Public Identity,Red Hair
6746,Elijah Cross (Earth-616),Public Identity,Brown Hair
6747,Forget-Me-Not (Earth-616),Secret Identity,Purple Hair
6748,Hecatomb (Earth-616),Secret Identity,No Hair
6749,Ilgych (Earth-616),Secret Identity,Orange Hair
6750,Jake Martino (Earth-616),Public Identity,Bald
6751,James Howlett (Onslaught Reborn) (Earth-616),Secret Identity,Black Hair
6752,Julien Howe (Earth-616),Secret Identity,Black Hair
6753,Kid Twist (Earth-616),Secret Identity,Black Hair
6754,Ko-rel (Earth-616),Secret Identity,White Hair
6755,Mirage (Telepath) (Earth-616),Secret Identity,Blond Hair
6756,Morphine (Earth-616),Secret Identity,Bald
6757,Paulletz (Earth-616),,Brown Hair
6758,Prima Donna (Earth-616),Secret Identity,Black Hair
6759,Professor Cartwright (Earth-616),,White Hair
6760,Reed Richards (Onslaught Reborn) (Earth-616),Public Identity,Brown Hair
6761,Susan Storm (Onslaught Reborn) (Earth-616),Public Identity,Blond Hair
6762,Sylatin (Earth-616),,
6763,Tank (National Force) (Earth-616),Secret Identity,Black Hair
6764,Thor Odinson (Onslaught Reborn) (Earth-616),,Blond Hair
6765,Torrent (Earth-616),,
6766,Ultra-Adaptoid (Earth-616),,
6767,Violet Lightner (Earth-616),Secret Identity,Purple Hair
6768,Vox (Earth-616),Secret Identity,
6769,Wendell Volker (Earth-616),Public Identity,Black Hair
6770,Andrea von Strucker (Clone) (Earth-616),Secret Identity,Blond Hair
6771,Anthony Stark (Skrull) (Earth-616),Secret Identity,
6772,"Barbara Morse (Retro, Skrull) (Earth-616)",Secret Identity,Blond Hair
6773,Carstairs (Earth-616),Public Identity,Brown Hair
6774,Colletti (Earth-616),Public Identity,
6775,Daniel Sylva (Earth-616),Public Identity,Brown Hair
6776,Ea (Earth-616),Secret Identity,
6777,Edie Eisenhardt (Earth-616),,Auburn Hair
6778,Farida Hussain (Earth-616),No Dual Identity,Black Hair
6779,Farrell (Earth-616),Public Identity,Bald
6780,Furi Wamu (Earth-616),Secret Identity,Brown Hair
6781,Gorani (Earth-616),,
6782,Harrow (Earth-616),Secret Identity,No Hair
6783,Hector Mu\u00f1oz (Earth-616),,Brown Hair
6784,Hiro-Amin (Earth-616),No Dual Identity,Bald
6785,Iceberg (Liberteens) (Earth-616),Public Identity,
6786,Kwai Jun-Fan (Earth-616),,Black Hair
6787,Lucas Collier (Earth-616),Public Identity,Brown Hair
6788,Marys Iosama (Earth-616),Public Identity,Brown Hair
6789,Nicolas Weir (Earth-616),,Brown Hair
6790,Revolutionary (Skrull) (Earth-616),Secret Identity,No Hair
6791,Roy Reyna (Earth-616),,
6792,Soulstriker (Earth-616),,Black Hair
6793,Spinner (Earth-616),Known to Authorities Identity,Blond Hair
6794,Think Tank (Earth-616),Secret Identity,
6795,Tyro (Earth-616),Public Identity,No Hair
6796,Vincent Crane (Earth-616),No Dual Identity,Brown Hair
6797,Wayeb (Earth-616),Secret Identity,
6798,Yenrag (Earth-616),,
6799,Albrecht Kerfoot (Earth-616),Secret Identity,Black Hair
6800,Barroas (Earth-616),No Dual Identity,
6801,Compound D,,
6802,Conner Sims (Earth-616),Secret Identity,Brown Hair
6803,Endrik (Earth-616),Public Identity,
6804,Galin (Earth-616),Public Identity,
6805,God-Killer (Earth-616),Secret Identity,
6806,Hunter Stein (Earth-616),Public Identity,Blond Hair
6807,Jaten (Earth-616),Secret Identity,Black Hair
6808,Jenna Cole (Earth-616),Public Identity,White Hair
6809,John Adams (Earth-616),Public Identity,White Hair
6810,John Barnes (Earth-616),Public Identity,Brown Hair
6811,M-21 (Earth-616),Secret Identity,No Hair
6812,North Norrell (Earth-616),,
6813,Quan Yaozu (Earth-616),,Black Hair
6814,Rana Philips (Earth-616),Secret Identity,Green Hair
6815,Richard Earle Amtower IV (Earth-616),Secret Identity,Bald
6816,Sachet Nelson (Earth-616),,
6817,Tyler Bridge (Earth-616),No Dual Identity,Brown Hair
6818,Aaron Downing (Earth-616),No Dual Identity,Brown Hair
6819,Ahmed Noor (Earth-616),Secret Identity,Black Hair
6820,Annie (Noh-Varr) (Earth-616),Secret Identity,Black Hair
6821,Arachne (Earth-616),No Dual Identity,Black Hair
6822,Ben Huth (Earth-616),Secret Identity,Blond Hair
6823,Casey Kinmont (Earth-616),No Dual Identity,Black Hair
6824,Cornell Gray (Earth-616),Secret Identity,Brown Hair
6825,Corregidora (Earth-616),Secret Identity,Black Hair
6826,Firebrick (Earth-616),Secret Identity,
